Accession,Release_Date,Species,Length,Geo_Location,Host,Isolation_Source,Collection_Date,GenBank_Title
ANF29270,2017-04-30T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,Saudi Arabia,Homo sapiens,"lung, oronasopharynx",2016-02-29,ORF1ab [Middle East respiratory syndrome-related coronavirus]
ARK08618,2017-04-29T00:00:00Z,Human coronavirus 229E,6763,USA,Homo sapiens,,2016,replicase polyprotein 1ab [Human coronavirus 229E]
ARK08657,2017-04-29T00:00:00Z,Betacoronavirus 1,7095,USA,Homo sapiens,,2015,replicase polyprotein 1ab [Human coronavirus OC43]
ARK08667,2017-04-29T00:00:00Z,Betacoronavirus 1,7095,USA,Homo sapiens,,2015,replicase polyprotein 1ab [Human coronavirus OC43]
ARK08625,2017-04-29T00:00:00Z,Human coronavirus NL63,6729,USA,Homo sapiens,,2015,replicase polyprotein 1ab [Human coronavirus NL63]
ARK08647,2017-04-29T00:00:00Z,Betacoronavirus 1,7095,USA,Homo sapiens,,2015,replicase polyprotein 1ab [Human coronavirus OC43]
ARK08640,2017-04-29T00:00:00Z,Human coronavirus 229E,6763,USA,Homo sapiens,,2015,replicase polyprotein 1ab [Human coronavirus 229E]
ARK08632,2017-04-29T00:00:00Z,Betacoronavirus 1,7095,USA,Homo sapiens,,2015,replicase polyprotein 1ab [Human coronavirus OC43]
ARK08675,2017-04-29T00:00:00Z,Betacoronavirus 1,7095,USA,Homo sapiens,,2015,replicase polyprotein 1ab [Human coronavirus OC43]
ARJ35781,2017-04-24T00:00:00Z,Avian coronavirus,6610,Brazil,,,2016,replicase polyprotein 1ab [Avian coronavirus]
ARJ31773,2017-04-24T00:00:00Z,Coronavirus HKU15,6267,South Korea,Sus scrofa,feces,2014-07,polyprotein [Porcine deltacoronavirus]
ARJ35790,2017-04-24T00:00:00Z,Avian coronavirus,6610,Brazil,,,2016,replicase polyprotein 1ab [Avian coronavirus]
ARE29960,2017-04-09T00:00:00Z,Human coronavirus NL63,6729,USA,Homo sapiens,,2016,replicase polyprotein 1ab [Human coronavirus NL63]
ARE29966,2017-04-09T00:00:00Z,Human coronavirus NL63,6729,USA,Homo sapiens,,2016,replicase polyprotein 1ab [Human coronavirus NL63]
ARE29972,2017-04-09T00:00:00Z,Human coronavirus NL63,6729,USA,Homo sapiens,,2016,replicase polyprotein 1ab [Human coronavirus NL63]
ARE29993,2017-04-09T00:00:00Z,Betacoronavirus 1,7095,USA,Homo sapiens,,2016,replicase polyprotein 1ab [Human coronavirus OC43]
ARE30002,2017-04-09T00:00:00Z,Betacoronavirus 1,7095,USA,Homo sapiens,,2016,replicase polyprotein 1ab [Human coronavirus OC43]
ARE30011,2017-04-09T00:00:00Z,Betacoronavirus 1,7095,USA,Homo sapiens,,2016,replicase polyprotein 1ab [Human coronavirus OC43]
ARE29984,2017-04-09T00:00:00Z,Human coronavirus NL63,6729,USA,Homo sapiens,,2016,replicase polyprotein 1ab [Human coronavirus NL63]
ARE30020,2017-04-09T00:00:00Z,Betacoronavirus 1,7095,USA,Homo sapiens,,2016,replicase polyprotein 1ab [Human coronavirus OC43]
ARE29978,2017-04-09T00:00:00Z,Human coronavirus NL63,6729,USA,Homo sapiens,,2016,replicase polyprotein 1ab [Human coronavirus NL63]
ARB66170,2017-04-03T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2013-10,ORF1ab [Infectious bronchitis virus]
ARC95265,2017-04-03T00:00:00Z,Betacoronavirus 1,7094,USA,Sus scrofa scrofa,oronasopharynx,2015-08-01,replicase polyprotein [Porcine hemagglutinating encephalomyelitis virus]
ARC95273,2017-04-03T00:00:00Z,Betacoronavirus 1,7095,USA,Sus scrofa scrofa,oronasopharynx,2015-07-25,replicase polyprotein [Porcine hemagglutinating encephalomyelitis virus]
ARB66134,2017-04-03T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2007,ORF1ab [Infectious bronchitis virus]
ARB66143,2017-04-03T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2014,ORF1ab [Infectious bronchitis virus]
ARB66152,2017-04-03T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2014-05,ORF1ab [Infectious bronchitis virus]
ARB66179,2017-04-03T00:00:00Z,Avian coronavirus,6630,China,Gallus gallus,,2005,ORF1ab [Infectious bronchitis virus]
ARC95233,2017-04-03T00:00:00Z,Betacoronavirus 1,7095,USA,Sus scrofa scrofa,oronasopharynx,2015-07-25,replicase polyprotein [Porcine hemagglutinating encephalomyelitis virus]
ARB66188,2017-04-03T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2010,ORF1ab [Infectious bronchitis virus]
ARC95249,2017-04-03T00:00:00Z,Betacoronavirus 1,7094,USA,Sus scrofa scrofa,oronasopharynx,2015-08-12,replicase polyprotein [Porcine hemagglutinating encephalomyelitis virus]
ARB66197,2017-04-03T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2011,ORF1ab [Infectious bronchitis virus]
ARB66161,2017-04-03T00:00:00Z,Avian coronavirus,6620,China,Gallus gallus,,2008,ORF1ab [Infectious bronchitis virus]
ARC95209,2017-04-03T00:00:00Z,Betacoronavirus 1,7094,USA,Sus scrofa scrofa,oronasopharynx,2015-08-15,replicase polyprotein [Porcine hemagglutinating encephalomyelitis virus]
ARC95241,2017-04-03T00:00:00Z,Betacoronavirus 1,7095,USA,Sus scrofa scrofa,oronasopharynx,2015-08-01,replicase polyprotein [Porcine hemagglutinating encephalomyelitis virus]
ARB66107,2017-04-03T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2010,ORF1ab [Infectious bronchitis virus]
ARB66125,2017-04-03T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2011,ORF1ab [Infectious bronchitis virus]
ARB66116,2017-04-03T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2007,ORF1ab [Infectious bronchitis virus]
ARC95217,2017-04-03T00:00:00Z,Betacoronavirus 1,7094,USA,Sus scrofa scrofa,oronasopharynx,2015-08-20,replicase polyprotein [Porcine hemagglutinating encephalomyelitis virus]
ARC95257,2017-04-03T00:00:00Z,Betacoronavirus 1,7095,USA,Sus scrofa scrofa,oronasopharynx,2015-08-08,replicase polyprotein [Porcine hemagglutinating encephalomyelitis virus]
ARC95200,2017-04-03T00:00:00Z,Betacoronavirus 1,7095,USA,Sus scrofa scrofa,oronasopharynx,2015-09-15,replicase polyprotein [Porcine hemagglutinating encephalomyelitis virus]
ARC95225,2017-04-03T00:00:00Z,Betacoronavirus 1,7095,USA,Sus scrofa scrofa,oronasopharynx,2015-08-15,replicase polyprotein [Porcine hemagglutinating encephalomyelitis virus]
ARD06006,2017-03-30T00:00:00Z,Betacoronavirus 1,7091,France,Bos taurus,feces,2014-03-04,Orf1ab protein [Bovine coronavirus]
ARB07390,2017-03-29T00:00:00Z,Human coronavirus 229E,6763,USA,Homo sapiens,,2016,replicase polyprotein 1ab [Human coronavirus 229E]
ARB07417,2017-03-29T00:00:00Z,Betacoronavirus 1,7095,USA,Homo sapiens,,2016,replicase polyprotein 1ab [Human coronavirus OC43]
ARB07423,2017-03-29T00:00:00Z,Human coronavirus 229E,6756,USA,Homo sapiens,,2016,replicase polyprotein 1ab [Human coronavirus 229E]
ARB07404,2017-03-29T00:00:00Z,Human coronavirus NL63,6729,USA,Homo sapiens,,2016,replicase polyprotein orf1ab [Human coronavirus NL63]
ARB07596,2017-03-29T00:00:00Z,Human coronavirus HKU1,7069,USA,Homo sapiens,,2016,replicase polyprotein 1ab [Human coronavirus HKU1]
ARB07605,2017-03-29T00:00:00Z,Human coronavirus HKU1,7177,USA,Homo sapiens,,2016,replicase polyprotein 1ab [Human coronavirus HKU1]
ARB07614,2017-03-29T00:00:00Z,Human coronavirus HKU1,7177,USA,Homo sapiens,,2016,replicase polyprotein 1ab [Human coronavirus HKU1]
ARB07411,2017-03-29T00:00:00Z,Betacoronavirus 1,7095,USA,Homo sapiens,,2016,replicase polyprotein 1ab [Human coronavirus OC43]
ARB07430,2017-03-29T00:00:00Z,Betacoronavirus 1,7095,USA,Homo sapiens,,2016,replicase polyprotein 1ab [Human coronavirus OC43]
ARB07397,2017-03-29T00:00:00Z,Human coronavirus NL63,6729,USA,Homo sapiens,,2016,replicase polyprotein orf1ab [Human coronavirus NL63]
ARB07436,2017-03-29T00:00:00Z,Human coronavirus HKU1,7182,USA,Homo sapiens,,2016,orf1ab polyprotein [Human coronavirus HKU1]
ARA15427,2017-03-26T00:00:00Z,Human coronavirus 229E,6763,USA,Homo sapiens,,2016,replicase polyprotein 1ab [Human coronavirus 229E]
ARA15417,2017-03-26T00:00:00Z,Betacoronavirus 1,7095,USA,Homo sapiens,,2016,Pp1ab [Human coronavirus OC43]
AQY61718,2017-03-20T00:00:00Z,Porcine epidemic diarrhea virus,6781,"Italy: Abruzzi region, Basciano, Teramo province",Sus scrofa,feces,2016-01-28,polyprotein [Porcine epidemic diarrhea virus]
AQY61313,2017-03-19T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2014,ORF1ab [Infectious bronchitis virus]
AQY61322,2017-03-19T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2014,ORF1ab [Infectious bronchitis virus]
AQY61304,2017-03-19T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2014,ORF1ab [Infectious bronchitis virus]
AQY55892,2017-03-18T00:00:00Z,Avian coronavirus,6629,China,Gallus gallus,,2011,ORF1ab [Infectious bronchitis virus]
AQY55883,2017-03-18T00:00:00Z,Avian coronavirus,6610,China,Gallus gallus,,2011,ORF1ab [Infectious bronchitis virus]
AQY55829,2017-03-18T00:00:00Z,Avian coronavirus,6627,China,Gallus gallus,,1999,ORF1ab [Infectious bronchitis virus]
AQY55811,2017-03-18T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2011,ORF1ab [Infectious bronchitis virus]
AQY55820,2017-03-18T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2011,ORF1ab [Infectious bronchitis virus]
AQY55865,2017-03-18T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2013,ORF1ab [Infectious bronchitis virus]
AQY55874,2017-03-18T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2014,ORF1ab [Infectious bronchitis virus]
AQY55847,2017-03-18T00:00:00Z,Avian coronavirus,6628,China,Gallus gallus,,2011,ORF1ab [Infectious bronchitis virus]
AQY55838,2017-03-18T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2012,ORF1ab [Infectious bronchitis virus]
AQY55856,2017-03-18T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2014,ORF1ab [Infectious bronchitis virus]
AQY55802,2017-03-18T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2007,ORF1ab [Infectious bronchitis virus]
AQY03967,2017-03-15T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2013,ORF1ab [Infectious bronchitis virus]
AQY03958,2017-03-15T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2012,ORF1ab [Infectious bronchitis virus]
AQX36341,2017-03-13T00:00:00Z,Porcine epidemic diarrhea virus,6781,China,Sus scrofa,,2014-05-12,polyprotein [Porcine epidemic diarrhea virus]
AQW35012,2017-03-08T00:00:00Z,Porcine epidemic diarrhea virus,6781,China,Sus scrofa,,2016-08-01,polyprotein [Porcine epidemic diarrhea virus]
AQW35006,2017-03-08T00:00:00Z,Porcine epidemic diarrhea virus,6781,China,Sus scrofa,,2016-03-30,polyprotein [Porcine epidemic diarrhea virus]
AQT26494,2017-03-04T00:00:00Z,Betacoronavirus 1,7094,China,Canis lupus familiaris,,2014,orf1ab polyprotein [Canine respiratory coronavirus]
AQT34129,2017-03-04T00:00:00Z,Coronavirus HKU15,6267,South Korea: Kyunggido,Sus scrofa,,2016-04-01,polyprotein [Porcine deltacoronavirus]
AQT34135,2017-03-04T00:00:00Z,Coronavirus HKU15,6267,South Korea: Kyunggido,Sus scrofa,,2016-04-01,polyprotein [Porcine deltacoronavirus]
AQT33893,2017-03-04T00:00:00Z,Porcine epidemic diarrhea virus,6795,"China: Zhejiang, Hangzhou",Sus scrofa,abdominal cavity,2015-01-16,polyprotein [Porcine epidemic diarrhea virus]
AQN78661,2017-02-18T00:00:00Z,Betacoronavirus 1,7095,Malaysia: Kuala Lumpur,Homo sapiens,oronasopharynx,2012-03-28,replicase polyprotein 1ab [Human coronavirus OC43]
AQN78669,2017-02-18T00:00:00Z,Betacoronavirus 1,7095,Malaysia: Kuala Lumpur,Homo sapiens,oronasopharynx,2012-04-02,replicase polyprotein 1ab [Human coronavirus OC43]
AQN78685,2017-02-18T00:00:00Z,Betacoronavirus 1,7095,Malaysia: Kuala Lumpur,Homo sapiens,oronasopharynx,2012-05-09,replicase polyprotein 1ab [Human coronavirus OC43]
AQN78693,2017-02-18T00:00:00Z,Betacoronavirus 1,7095,Malaysia: Kuala Lumpur,Homo sapiens,oronasopharynx,2012-05-18,replicase polyprotein 1ab [Human coronavirus OC43]
AQN78749,2017-02-18T00:00:00Z,Betacoronavirus 1,7095,Malaysia: Kuala Lumpur,Homo sapiens,oronasopharynx,2012-08-27,replicase polyprotein 1ab [Human coronavirus OC43]
AQN78757,2017-02-18T00:00:00Z,Betacoronavirus 1,7095,Malaysia: Kuala Lumpur,Homo sapiens,oronasopharynx,2012-09-10,replicase polyprotein 1ab [Human coronavirus OC43]
AQN78765,2017-02-18T00:00:00Z,Betacoronavirus 1,7095,Malaysia: Kuala Lumpur,Homo sapiens,oronasopharynx,2013-01-02,replicase polyprotein 1ab [Human coronavirus OC43]
AQN78773,2017-02-18T00:00:00Z,Betacoronavirus 1,7095,Malaysia: Kuala Lumpur,Homo sapiens,oronasopharynx,2013-02-15,replicase polyprotein 1ab [Human coronavirus OC43]
AQN78677,2017-02-18T00:00:00Z,Betacoronavirus 1,7095,Malaysia: Kuala Lumpur,Homo sapiens,oronasopharynx,2012-05-02,replicase polyprotein 1ab [Human coronavirus OC43]
AQN78701,2017-02-18T00:00:00Z,Betacoronavirus 1,7095,Malaysia: Kuala Lumpur,Homo sapiens,oronasopharynx,2012-06-20,replicase polyprotein 1ab [Human coronavirus OC43]
AQN78709,2017-02-18T00:00:00Z,Betacoronavirus 1,7095,Malaysia: Kuala Lumpur,Homo sapiens,oronasopharynx,2012-06-25,replicase polyprotein 1ab [Human coronavirus OC43]
AQN78717,2017-02-18T00:00:00Z,Betacoronavirus 1,7095,Malaysia: Kuala Lumpur,Homo sapiens,oronasopharynx,2012-07-04,replicase polyprotein 1ab [Human coronavirus OC43]
AQN78725,2017-02-18T00:00:00Z,Betacoronavirus 1,7095,Malaysia: Kuala Lumpur,Homo sapiens,oronasopharynx,2012-07-16,replicase polyprotein 1ab [Human coronavirus OC43]
AQN78733,2017-02-18T00:00:00Z,Betacoronavirus 1,7095,Malaysia: Kuala Lumpur,Homo sapiens,oronasopharynx,2012-08-01,replicase polyprotein 1ab [Human coronavirus OC43]
AQN78741,2017-02-18T00:00:00Z,Betacoronavirus 1,7095,Malaysia: Kuala Lumpur,Homo sapiens,oronasopharynx,2012-08-24,replicase polyprotein 1ab [Human coronavirus OC43]
AQN78653,2017-02-18T00:00:00Z,Betacoronavirus 1,7095,Malaysia: Kuala Lumpur,Homo sapiens,oronasopharynx,2012-02-22,replicase polyprotein 1ab [Human coronavirus OC43]
AQD20754,2017-02-12T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2012-08,ORF1ab [Infectious bronchitis virus]
AQD20736,2017-02-12T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2011-11,ORF1ab [Infectious bronchitis virus]
AQK38167,2017-02-12T00:00:00Z,Porcine epidemic diarrhea virus,6781,China,Sus scrofa,feces,2013,polyprotein [Porcine epidemic diarrhea virus]
AQD20700,2017-02-12T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2010,ORF1ab [Infectious bronchitis virus]
AQD20718,2017-02-12T00:00:00Z,Avian coronavirus,6630,China,Gallus gallus,,2012,ORF1ab [Infectious bronchitis virus]
AQD20745,2017-02-12T00:00:00Z,Avian coronavirus,6630,China,Gallus gallus,,2012-05,ORF1ab [Infectious bronchitis virus]
AQD20727,2017-02-12T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2009,ORF1ab [Infectious bronchitis virus]
AQD20709,2017-02-12T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2011,ORF1ab [Infectious bronchitis virus]
AQD20673,2017-02-12T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2010,ORF1ab [Infectious bronchitis virus]
AQD20682,2017-02-12T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2009,ORF1ab [Infectious bronchitis virus]
AQD20691,2017-02-12T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2010,ORF1ab [Infectious bronchitis virus]
APZ73732,2017-02-05T00:00:00Z,Avian coronavirus,6630,China,Gallus gallus,,2009-08,ORF1ab [Infectious bronchitis virus]
APZ73741,2017-02-05T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2013,ORF1ab [Infectious bronchitis virus]
APZ73815,2017-02-05T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2014,ORF1ab [Infectious bronchitis virus]
APZ73842,2017-02-05T00:00:00Z,Avian coronavirus,6625,China,Gallus gallus,,2008,ORF1ab [Infectious bronchitis virus]
APZ73660,2017-02-05T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2013,ORF1ab [Infectious bronchitis virus]
APZ73678,2017-02-05T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2009-03,ORF1ab [Infectious bronchitis virus]
APZ73669,2017-02-05T00:00:00Z,Avian coronavirus,6620,China,Gallus gallus,,2010-11,ORF1ab [Infectious bronchitis virus]
APZ73651,2017-02-05T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2008,ORF1ab [Infectious bronchitis virus]
APZ73806,2017-02-05T00:00:00Z,Avian coronavirus,6630,China,Gallus gallus,,2014-11,ORF1ab [Infectious bronchitis virus]
APZ73687,2017-02-05T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2009-09,ORF1ab [Infectious bronchitis virus]
APZ73833,2017-02-05T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2013-07,ORF1ab [Infectious bronchitis virus]
APZ73696,2017-02-05T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2013,ORF1ab [Infectious bronchitis virus]
APZ73705,2017-02-05T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2004,ORF1ab [Infectious bronchitis virus]
APZ73759,2017-02-05T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2010,ORF1ab [Infectious bronchitis virus]
APZ73723,2017-02-05T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2013,ORF1ab [Infectious bronchitis virus]
APZ73750,2017-02-05T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2013,ORF1ab [Infectious bronchitis virus]
APZ73768,2017-02-05T00:00:00Z,Avian coronavirus,6630,China,Gallus gallus,,2014,ORF1ab [Infectious bronchitis virus]
APZ73777,2017-02-05T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2013,ORF1ab [Infectious bronchitis virus]
APZ73786,2017-02-05T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2010-05,ORF1ab [Infectious bronchitis virus]
APZ73824,2017-02-05T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2009-11,ORF1ab [Infectious bronchitis virus]
APZ73714,2017-02-05T00:00:00Z,Avian coronavirus,6634,China,Gallus gallus,,2015,ORF1ab [Infectious bronchitis virus]
APY26860,2017-02-04T00:00:00Z,Avian coronavirus,6634,China,Gallus gallus,,2012,ORF1ab [Infectious bronchitis virus]
APY26744,2017-02-04T00:00:00Z,Avian coronavirus,6620,China,Gallus gallus,,2003,1ab protein [Infectious bronchitis virus]
APY26709,2017-02-04T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2009,ORF1ab [Infectious bronchitis virus]
APY26824,2017-02-04T00:00:00Z,Avian coronavirus,6621,China,Gallus gallus,,2010-04,1ab protein [Infectious bronchitis virus]
APY26815,2017-02-04T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2013-01,1ab protein [Infectious bronchitis virus]
APY26735,2017-02-04T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2011,ORF1ab [Infectious bronchitis virus]
APY26878,2017-02-04T00:00:00Z,Avian coronavirus,6629,China,Gallus gallus,,2009-09,ORF1ab [Infectious bronchitis virus]
APY26753,2017-02-04T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2011,ORF1ab [Infectious bronchitis virus]
APY26869,2017-02-04T00:00:00Z,Avian coronavirus,6630,China,Gallus gallus,,2014-07,ORF1ab [Infectious bronchitis virus]
APY26762,2017-02-04T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2011,ORF1ab [Infectious bronchitis virus]
APY26780,2017-02-04T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2008,ORF1ab [Infectious bronchitis virus]
APY26833,2017-02-04T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2009-12,1ab protein [Infectious bronchitis virus]
APY26771,2017-02-04T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2015,ORF1ab [Infectious bronchitis virus]
APY26851,2017-02-04T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2012,ORF1ab [Infectious bronchitis virus]
APY26806,2017-02-04T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2013,ORF1ab [Infectious bronchitis virus]
APY26718,2017-02-04T00:00:00Z,Avian coronavirus,6630,China,Gallus gallus,,2009-05,ORF1ab [Infectious bronchitis virus]
APY26788,2017-02-04T00:00:00Z,Avian coronavirus,6630,China,Gallus gallus,,2010,ORF1ab [Infectious bronchitis virus]
APY26797,2017-02-04T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2010,ORF1ab [Infectious bronchitis virus]
APY26727,2017-02-04T00:00:00Z,Avian coronavirus,6630,China,Gallus gallus,,1998,ORF1ab [Infectious bronchitis virus]
APY26842,2017-02-04T00:00:00Z,Avian coronavirus,6630,China,Gallus gallus,,2009,ORF1ab [Infectious bronchitis virus]
APY23586,2017-02-01T00:00:00Z,Avian coronavirus,6630,China,Gallus gallus,,2009,ORF1ab [Infectious bronchitis virus]
APY23478,2017-02-01T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2003,ORF1ab [Infectious bronchitis virus]
APY23559,2017-02-01T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2015-06,ORF1ab [Infectious bronchitis virus]
APY23595,2017-02-01T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2010,ORF1ab [Infectious bronchitis virus]
APY23550,2017-02-01T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2009,ORF1ab [Infectious bronchitis virus]
APY23577,2017-02-01T00:00:00Z,Avian coronavirus,6630,China,Gallus gallus,,2009,ORF1ab [Infectious bronchitis virus]
APY23541,2017-02-01T00:00:00Z,Avian coronavirus,6630,China,Gallus gallus,,2006,ORF1ab [Infectious bronchitis virus]
APY23613,2017-02-01T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2013-10,ORF1ab [Infectious bronchitis virus]
APY23604,2017-02-01T00:00:00Z,Avian coronavirus,6630,China,Gallus gallus,,2012-06,ORF1ab [Infectious bronchitis virus]
APY23487,2017-02-01T00:00:00Z,Avian coronavirus,6625,China,Gallus gallus,,2014-05,ORF1ab [Infectious bronchitis virus]
APY23496,2017-02-01T00:00:00Z,Avian coronavirus,6630,China,Gallus gallus,,2013,ORF1ab [Infectious bronchitis virus]
APY23568,2017-02-01T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2007,ORF1ab [Infectious bronchitis virus]
APY23532,2017-02-01T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2005,ORF1ab [Infectious bronchitis virus]
APY23505,2017-02-01T00:00:00Z,Avian coronavirus,6630,China,Gallus gallus,,2013,ORF1ab [Infectious bronchitis virus]
APY23622,2017-02-01T00:00:00Z,Avian coronavirus,6633,China,Gallus gallus,,2008,ORF1ab [Infectious bronchitis virus]
APY23514,2017-02-01T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2013,ORF1ab [Infectious bronchitis virus]
APY23523,2017-02-01T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2007,ORF1ab [Infectious bronchitis virus]
AMR60832,2017-01-31T00:00:00Z,Porcine epidemic diarrhea virus,6781,China,Sus scrofa,feces,2014-11,polyprotein [Porcine epidemic diarrhea virus]
APX44037,2017-01-30T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2014,ORF1ab [Infectious bronchitis virus]
APX44055,2017-01-30T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2014,ORF1ab [Infectious bronchitis virus]
APX44064,2017-01-30T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,,ORF1ab [Infectious bronchitis virus]
APX44046,2017-01-30T00:00:00Z,Avian coronavirus,6670,China,Gallus gallus,,2013,ORF1ab [Infectious bronchitis virus]
APX42290,2017-01-29T00:00:00Z,Porcine epidemic diarrhea virus,6780,USA,,,2016-07-07,polyprotein [Porcine epidemic diarrhea virus]
APW85784,2017-01-28T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2013-03,ORF1ab [Infectious bronchitis virus]
APW85766,2017-01-28T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2011,ORF1ab [Infectious bronchitis virus]
APW85775,2017-01-28T00:00:00Z,Avian coronavirus,6630,China,Gallus gallus,,2013-05,ORF1ab [Infectious bronchitis virus]
APW85793,2017-01-28T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2012-04,ORF1ab [Infectious bronchitis virus]
APX42112,2017-01-24T00:00:00Z,Porcine epidemic diarrhea virus,6781,USA,Sus scrofa,,2013-06-01,polyprotein [Porcine epidemic diarrhea virus]
APX42118,2017-01-24T00:00:00Z,Porcine epidemic diarrhea virus,6780,USA,Sus scrofa,,2015-06-01,polyprotein [Porcine epidemic diarrhea virus]
APX42124,2017-01-24T00:00:00Z,Porcine epidemic diarrhea virus,6780,USA,Sus scrofa,,2015-06-01,polyprotein [Porcine epidemic diarrhea virus]
APX42130,2017-01-24T00:00:00Z,Porcine epidemic diarrhea virus,6780,USA,Sus scrofa,,2015-06-01,polyprotein [Porcine epidemic diarrhea virus]
APX42136,2017-01-24T00:00:00Z,Porcine epidemic diarrhea virus,6780,USA,Sus scrofa,,2015-10-01,polyprotein [Porcine epidemic diarrhea virus]
APX42142,2017-01-24T00:00:00Z,Porcine epidemic diarrhea virus,6780,USA,Sus scrofa,,2015-10-01,polyprotein [Porcine epidemic diarrhea virus]
APV46093,2017-01-22T00:00:00Z,Avian coronavirus,6621,China,Gallus gallus,,2007-02,ORF1ab [Infectious bronchitis virus]
APV46111,2017-01-22T00:00:00Z,Avian coronavirus,6627,China,Gallus gallus,,2011-11,ORF1ab [Infectious bronchitis virus]
APV46104,2017-01-22T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2006-05,ORF1ab [Infectious bronchitis virus]
APV46165,2017-01-22T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2013-02,ORF1ab [Infectious bronchitis virus]
APV46129,2017-01-22T00:00:00Z,Avian coronavirus,6630,China,Gallus gallus,,2015-03,ORF1ab [Infectious bronchitis virus]
APV46174,2017-01-22T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2013-06,ORF1ab [Infectious bronchitis virus]
